"","customer_no","count_enquiry_recency_365","mean_diff_open_enquiry_dt","max_freq_enquiry","count_enquiry_recency_90","perc_unsecured_others"
"62","62","0","1319.14285714286","10","0","0.142857142857143"
"63","63","1","716.333333333333","10","1","0"
"64","64","1","1934.8","10","0","0.05"
"65","65","21","1002.67741935484","51","5","0.0967741935483871"
"66","66","5","415.375","51","2","0.25"
"67","67","5","1646","5","0","0.0555555555555556"
"68","68","1","1951.56","10","0","0.04"
"69","69","5","174","2","1","0.2"
"70","70","2","2385.25","10","1","0.05"
"71","71","2","1703.10714285714","2","1","0.0357142857142857"
"72","72","3","1314.13636363636","2","1","0.227272727272727"
"73","73","0","2167.16666666667","5","0","0.25"
"74","74","0","1720.85714285714","1","0","0.285714285714286"
"75","75","0","2947","10","0","0"
"76","76","3","1972.69696969697","0","0","0.151515151515152"
"77","77","2","1354","2","1","0.285714285714286"
"78","78","0","1956.8","10","0","0.2"
"79","79","1","1680","10","0","0.222222222222222"
"80","80","2","1492.64705882353","2","0","0.176470588235294"
"81","81","3","960","10","0","0.25"
"82","82","4","857.583333333333","1","0","0.583333333333333"
"83","83","0","2361.8","10","0","0.2"
"84","84","0","1783","10","0","0.5"
"85","85","0","1541.46666666667","2","0","0.133333333333333"
"86","86","0","2399.75","10","0","0.125"
"87","87","4","1519.31818181818","51","0","0.0454545454545455"
"88","88","6","1556.72222222222","1","2","0.138888888888889"
"89","89","8","1866.88888888889","1","4","0.0185185185185185"
"90","90","17","496.322580645161","2","4","0.129032258064516"
"91","91","7","1325.10714285714","0","1","0.214285714285714"
"92","92","3","1243.42857142857","10","3","0.142857142857143"
"93","93","4","197.6","10","3","0"
"94","94","1","320","2","0","0.5"
"95","95","6","429","10","1","0"
"96","96","9","776.5","10","3","0.0555555555555556"
"97","97","9","357.619047619048","10","3","0"
"98","98","1","1631.61111111111","0","0","0.111111111111111"
"99","99","0","1522.5","10","0","0.125"
"100","100","6","618.684210526316","5","0","0.0526315789473684"
"101","101","3","485.5","10","0","0"
"102","102","2","476","10","0","0"
"103","103","8","433.409090909091","10","2","0.0454545454545455"
"104","104","1","1753.2","13","0","0.4"
"105","105","9","529.8125","10","4","0"
"106","106","4","853.4","10","2","0.1"
"107","107","3","414","10","3","0"
"108","108","3","2231.2380952381","10","0","0"
"109","109","2","319","0","0","0"
"110","110","4","1421.4","10","1","0.0444444444444444"
"111","111","0","2752.23076923077","10","0","0"
"112","112","11","552.470588235294","10","3","0"
"113","113","2","1962.35294117647","10","0","0"
"114","114","6","721.714285714286","10","0","0.0714285714285714"
"115","115","9","562.952380952381","10","1","0.0476190476190476"
"116","116","5","326.25","10","2","0"
"117","117","2","803.125","10","1","0.125"
"118","118","15","1396.26388888889","10","2","0.0416666666666667"
"119","119","2","415.3","10","1","0.1"
"120","120","1","1312.18181818182","10","1","0.181818181818182"
"121","121","2","479.4","10","1","0.2"
"122","122","4","1156.26315789474","10","1","0.105263157894737"
"123","123","4","538.571428571429","10","0","0.142857142857143"
"124","124","2","388","10","2","0"
"125","125","2","1376.51219512195","10","1","0.0975609756097561"
"126","126","6","1488.03125","10","3","0.0625"
"127","127","3","1145.13333333333","10","0","0.133333333333333"
"128","128","4","356.428571428571","6","1","0.142857142857143"
"129","129","2","1044.33333333333","10","1","0"
"130","130","14","251","10","3","0.0555555555555556"
"131","131","2","971.333333333333","10","1","0.166666666666667"
"132","132","1","724.3","10","0","0"
"133","133","1","325.5","6","1","0"
"134","134","6","801.393939393939","10","0","0.0606060606060606"
"135","135","1","1921.7380952381","10","1","0"
"136","136","15","1259.69444444444","10","2","0.0277777777777778"
"137","137","2","214.5","10","2","0"
"138","138","7","190.25","6","5","0"
"139","139","4","568.6","10","2","0"
"140","140","3","1930.46666666667","10","1","0.0444444444444444"
"141","141","4","980","10","1","0.111111111111111"
"142","142","4","539.272727272727","5","0","0"
"143","143","5","555.6875","10","3","0.125"
"144","144","4","686.777777777778","10","0","0.0555555555555556"
"145","145","7","495","10","1","0.0666666666666667"
"146","146","5","526.5","6","3","0"
"147","147","0","966.923076923077","10","0","0.0769230769230769"
"148","148","2","564.444444444444","10","0","0"
"149","149","5","245.666666666667","2","0","0.166666666666667"
"150","150","3","231","10","0","0"
"151","151","14","414.642857142857","10","5","0.0357142857142857"
"152","152","2","2062.85294117647","10","1","0.0294117647058824"
"153","153","42","404.609375","10","13","0"
"154","154","12","309.5","10","2","0.0555555555555556"
"155","155","2","187","6","0","0"
"156","156","11","206.909090909091","10","2","0.0909090909090909"
"157","157","5","2125.68965517241","5","0","0.0689655172413793"
"158","158","3","667.833333333333","10","0","0.0833333333333333"
"159","159","3","911.8","10","0","0.1"
"160","160","6","444.727272727273","10","2","0"
"161","161","0","1215","10","0","0"
"162","162","2","1189.66666666667","0","0","0.333333333333333"
"163","163","12","353.4","10","4","0.05"
"164","164","3","486.8","10","2","0"
"165","165","8","766.04347826087","10","4","0"
"166","166","9","837.972972972973","10","2","0.0810810810810811"
"167","167","2","961.625","10","1","0"
"168","168","3","2108.76271186441","10","1","0.0508474576271186"
"169","169","1","983.75","10","0","0.25"
"170","170","3","609.333333333333","10","2","0"
"171","171","7","532.333333333333","10","5","0.111111111111111"
"172","172","7","301.916666666667","10","4","0"
"173","173","5","1302.78571428571","5","1","0"
"174","174","2","247.333333333333","2","1","0.333333333333333"
"175","175","2","625.857142857143","1","0","0.142857142857143"
"176","176","6","1767.90217391304","5","1","0.0217391304347826"
"177","177","0","2607.28571428571","10","0","0.142857142857143"
"178","178","2","834.1875","10","0","0.0625"
"179","179","2","1644.84210526316","6","2","0.0526315789473684"
"180","180","4","661","6","0","0"
"181","181","2","698","10","1","0.111111111111111"
"182","182","7","747.714285714286","10","6","0.142857142857143"
"183","183","4","236.666666666667","10","2","0"
"184","184","3","1605.43333333333","10","1","0.0333333333333333"
"185","185","3","1434.10526315789","10","0","0"
"186","186","4","605.6","10","0","0"
"187","187","4","444.857142857143","10","0","0"
"188","188","6","939.47619047619","10","4","0.0476190476190476"
"189","189","4","1131","6","1","0"
"190","190","10","459.066666666667","6","3","0"
"191","191","4","873.076923076923","10","0","0.0769230769230769"
"192","192","12","614.4375","10","6","0.0625"
"193","193","5","488.625","6","0","0.125"
"194","194","3","2062.5625","10","1","0.1875"
"195","195","1","616","10","0","0"
"196","196","9","598","10","4","0.153846153846154"
"197","197","14","845.724137931035","10","7","0.0344827586206897"
"198","198","1","698.166666666667","10","1","0.166666666666667"
"199","199","7","1114.37704918033","10","1","0.0491803278688525"
"200","200","2","1024.81818181818","10","1","0.0909090909090909"
"201","201","0","2654.64705882353","10","0","0"
"202","202","0","1339.19230769231","10","0","0.115384615384615"
"203","203","23","553.059701492537","10","5","0"
"204","204","3","1057.15384615385","10","2","0"
"205","205","14","602.060606060606","10","1","0.0303030303030303"
"206","206","1","776.083333333333","10","1","0.25"
"207","207","2","884.7","10","0","0.1"
"208","208","6","779.727272727273","10","0","0.0909090909090909"
"209","209","4","1593.61904761905","10","3","0"
"210","210","5","669.470588235294","10","3","0"
"211","211","5","1481.52380952381","10","2","0.0952380952380952"
"212","212","9","237.5","10","3","0.1"
"213","213","5","1560.40909090909","10","1","0.0454545454545455"
"214","214","4","1337.93333333333","2","0","0.0666666666666667"
"215","215","6","898.074074074074","10","4","0.0740740740740741"
"216","216","2","721.6","10","0","0"
"217","217","12","720.086956521739","10","2","0.0869565217391304"
"218","218","3","912.285714285714","10","1","0.142857142857143"
"219","219","2","1398.2","10","0","0"
"220","220","11","331.578947368421","10","3","0.105263157894737"
"221","221","7","421.666666666667","10","0","0"
"222","222","4","1619.29411764706","1","0","0.117647058823529"
"223","223","5","387.272727272727","10","2","0"
"224","224","4","1208.73684210526","10","1","0.157894736842105"
"225","225","4","466.333333333333","10","1","0"
"226","226","1","1270.5","6","1","0.25"
"227","227","1","769.666666666667","6","0","0.333333333333333"
"228","228","2","386","10","1","0.2"
"229","229","18","457.529411764706","10","3","0.0588235294117647"
"230","230","8","269.454545454545","10","2","0.0909090909090909"
"231","231","2","1864.6","10","0","0.2"
"232","232","2","753.181818181818","10","1","0"
"233","233","0","1678.77777777778","10","0","0.111111111111111"
"234","234","6","106","6","3","0"
"235","235","3","1472.7037037037","5","2","0.0740740740740741"
"236","236","11","313.538461538462","10","0","0.0769230769230769"
"237","237","2","257.666666666667","6","1","0.666666666666667"
"238","238","0","1719.8","10","0","0"
"239","239","4","423.142857142857","10","1","0"
"240","240","0","2107.63636363636","10","0","0.0909090909090909"
"241","241","2","435.166666666667","10","0","0.166666666666667"
"242","242","1","424","0","0","0.333333333333333"
"243","243","6","541.4","10","1","0"
"244","244","6","1076.2","10","1","0.12"
"245","245","0","1927.67857142857","10","0","0.0714285714285714"
"246","246","0","941.285714285714","10","0","0.0714285714285714"
"247","247","5","1536.39240506329","10","0","0.0379746835443038"
"248","248","6","1051.44117647059","10","2","0.0882352941176471"
"249","249","0","2480.66666666667","10","0","0.0555555555555556"
"250","250","4","867.8","10","2","0"
"251","251","4","853.55","10","1","0.05"
"252","252","3","550.888888888889","10","1","0"
"253","253","8","587.115384615385","10","4","0.0384615384615385"
"254","254","1","628.666666666667","1","0","0.166666666666667"
"255","255","8","810.388888888889","10","3","0.0555555555555556"
"256","256","0","1881.11111111111","1","0","0.222222222222222"
"257","257","1","2208.53846153846","10","1","0.0769230769230769"
"258","258","16","159.75","5","5","0.0625"
"259","259","5","422.230769230769","10","2","0"
"260","260","3","1699.96","10","1","0.12"
"261","261","2","791.8","10","0","0"
"262","262","7","754.259259259259","10","4","0.0740740740740741"
"263","263","0","1886.76470588235","10","0","0.0588235294117647"
"264","264","4","1051.0625","10","0","0"
"265","265","7","735.823529411765","10","2","0.0294117647058824"
"266","266","0","589","10","0","0.333333333333333"
"267","267","4","1134.86666666667","10","2","0.2"
"268","268","1","574.333333333333","10","0","0"
"269","269","6","1100.09090909091","10","0","0.0909090909090909"
"270","270","3","1267.20930232558","5","1","0.0465116279069767"
"271","271","7","477.1","5","3","0.2"
"272","272","7","578.454545454545","10","0","0"
"273","273","7","1197.33333333333","10","1","0.0416666666666667"
"274","274","8","853","10","0","0.0476190476190476"
"275","275","4","296.8","10","1","0"
"276","276","4","1374.5","5","1","0.181818181818182"
"277","277","4","405.333333333333","10","3","0"
"278","278","2","488.5","10","0","0"
"279","279","5","250","10","1","0"
"280","280","7","472.047619047619","10","2","0.0476190476190476"
"281","281","5","366","10","0","0.166666666666667"
"282","282","11","1226.35","10","0","0.05"
"283","283","1","968.875","5","0","0"
"284","284","4","583.5","10","0","0.0833333333333333"
"285","285","1","881","10","0","0"
"286","286","0","1599.4","10","0","0"
"287","287","6","980.923076923077","5","3","0.0769230769230769"
"288","288","7","135","10","3","0"
"289","289","2","455","10","0","0"
"290","290","1","1271","10","1","0"
"291","291","0","1419.42857142857","10","0","0.285714285714286"
"292","292","1","973.8","10","0","0.133333333333333"
"293","293","9","656.85","5","7","0"
"294","294","1","745.25","10","0","0.25"
"295","295","0","1970.45454545455","10","0","0"
"296","296","2","986.75","10","0","0.25"
"297","297","2","1153.08333333333","10","1","0"
"298","298","1","982.125","10","0","0"
"299","299","2","1194","10","2","0.0434782608695652"
"300","300","0","1566","1","0","0.25"
"301","301","6","1624.875","5","2","0.03125"
"302","302","6","566.304347826087","10","1","0.0434782608695652"
"303","303","4","123.25","6","1","0"
"304","304","1","436.5","10","0","0"
"305","305","6","929.25","1","0","0.166666666666667"
"306","306","3","1235.08","10","1","0.04"
"307","307","6","567.333333333333","10","3","0"
"308","308","7","507.133333333333","10","4","0.133333333333333"
"309","309","1","2054.94117647059","10","0","0.0588235294117647"
"310","310","1","1510.35","10","0","0"
"311","311","6","392","10","2","0"
"312","312","4","447.222222222222","10","1","0"
"313","313","1","1978.03703703704","10","0","0"
"314","314","3","257.5","5","2","0.5"
"315","315","1","1569.375","10","1","0.125"
"316","316","6","884","10","0","0.121212121212121"
"317","317","15","204.125","10","3","0"
"318","318","0","2223.04166666667","10","0","0.0833333333333333"
"319","319","1","1578.77777777778","10","1","0"
"320","320","2","391.666666666667","10","1","0"
"321","321","6","962.172413793103","5","0","0"
"322","322","8","900.363636363636","5","0","0.0303030303030303"
"323","323","5","739.117647058824","10","0","0"
"324","324","4","1194.07692307692","10","2","0.0769230769230769"
"325","325","3","1204.67857142857","10","1","0"
"326","326","4","1131.09090909091","10","0","0.0909090909090909"
"327","327","1","608","6","1","0"
"328","328","2","600","10","0","0.25"
"329","329","2","1124.21052631579","1","1","0.105263157894737"
"330","330","2","1005","10","0","0"
"331","331","12","261.769230769231","10","3","0"
"332","332","3","1469.92307692308","3","1","0.230769230769231"
"333","333","3","1161.95454545455","10","1","0.0909090909090909"
"334","334","3","622.333333333333","10","0","0.166666666666667"
"335","335","9","1661.65217391304","10","6","0"
"336","336","3","1102.5","10","0","0"
"337","337","2","1214.8","10","1","0.4"
"338","338","4","1375.66666666667","1","0","0.111111111111111"
"339","339","5","552.631578947368","10","0","0"
"340","340","4","491.142857142857","10","1","0"
"341","341","12","709.878048780488","10","1","0"
"342","342","1","1061.27777777778","5","1","0.0277777777777778"
"343","343","2","1588.16666666667","10","0","0.0166666666666667"
"344","344","1","751.5","10","0","0"
"345","345","1","2303.5","5","1","0.0833333333333333"
"346","346","7","259.333333333333","10","2","0"
"347","347","0","1336.91666666667","10","0","0.0833333333333333"
"348","348","2","288.75","10","0","0"
"349","349","3","1571.15625","10","1","0.03125"
"350","350","7","770.772727272727","10","1","0.136363636363636"
"351","351","1","498","10","1","0"
"352","352","6","442.916666666667","6","3","0"
"353","353","3","2126.66666666667","10","2","0.0666666666666667"
"354","354","4","1029.2","1","1","0.133333333333333"
"355","355","12","325.466666666667","10","4","0.133333333333333"
"356","356","7","949.516129032258","51","0","0.193548387096774"
"357","357","5","1021.56","10","1","0"
"358","358","0","1834.38461538462","10","0","0"
"359","359","0","725.888888888889","10","0","0"
"360","360","8","644.913043478261","10","2","0"
"361","361","8","251.4","10","2","0"
"362","362","2","240.5","10","0","0"
"363","363","4","1850.125","10","0","0.03125"
"364","364","1","684.75","10","0","0"
"365","365","0","687","10","0","0"
"366","366","2","1269.5","5","0","0.0454545454545455"
"367","367","3","1567.66666666667","10","0","0.166666666666667"
"368","368","2","1146.25","10","0","0.0625"
"369","369","12","425.047619047619","10","4","0.0476190476190476"
"370","370","6","844.692307692308","10","2","0.0769230769230769"
"371","371","3","821.166666666667","10","1","0"
"372","372","2","1201.625","1","2","0.25"
"373","373","12","660.0625","10","2","0.0625"
"374","374","1","1140.75","10","1","0"
"375","375","2","2465.14583333333","10","0","0.0208333333333333"
"376","376","2","667.428571428571","10","1","0.142857142857143"
"377","377","3","334.333333333333","10","1","0.166666666666667"
"378","378","6","894.866666666667","10","0","0.0666666666666667"
"379","379","3","820.125","1","2","0.125"
"380","380","1","1462","6","1","0"
"381","381","14","526.25","10","0","0.0416666666666667"
"382","382","5","538","10","1","0"
"383","383","22","788.36","10","5","0.02"
"384","384","1","719.333333333333","10","0","0"
"385","385","6","318.2","10","0","0"
"386","386","10","676","5","3","0.0416666666666667"
"387","387","1","2342.34285714286","5","0","0.0571428571428571"
"388","388","2","1140","6","1","0"
"389","389","1","738.5","10","0","0"
"390","390","1","2089","10","1","0.1"
"391","391","15","366.041666666667","10","5","0.0416666666666667"
"392","392","4","1009.35714285714","10","1","0.0714285714285714"
"393","393","10","644.074074074074","10","4","0.037037037037037"
"394","394","3","1825.75","10","1","0.107142857142857"
"395","395","1","2204.8","10","0","0"
"396","396","5","1558.72","10","1","0.04"
"397","397","3","1616.51612903226","10","2","0.0645161290322581"
"398","398","1","1553.25","10","0","0.125"
"399","399","4","794.166666666667","10","0","0.111111111111111"
"400","400","4","1337.65384615385","5","1","0.115384615384615"
"401","401","18","296.083333333333","5","7","0.0416666666666667"
"402","402","9","1830.25714285714","10","3","0.0285714285714286"
"403","403","1","1414","10","0","0"
"404","404","5","2038.02222222222","10","0","0.0444444444444444"
"405","405","4","620.8","10","0","0"
"406","406","9","1047.8","5","0","0"
"407","407","8","1150.76923076923","10","2","0.0384615384615385"
"408","408","5","1902.48529411765","10","0","0.0735294117647059"
"409","409","0","2170.5","10","0","0"
"410","410","2","585.5","10","0","0.25"
"411","411","4","691.636363636364","10","0","0.0909090909090909"
"412","412","1","1903.73333333333","10","0","0.0666666666666667"
"413","413","11","1263.72413793103","1","0","0.0689655172413793"
"414","414","9","1056.55813953488","10","5","0.0930232558139535"
"415","415","5","177.166666666667","10","1","0"
"416","416","10","646.666666666667","5","2","0"
"417","417","9","556.636363636364","10","2","0"
"418","418","4","1241.13888888889","10","2","0.111111111111111"
"419","419","1","1121.85714285714","10","1","0.142857142857143"
"420","420","0","779.142857142857","5","0","0"
"421","421","0","2152.95652173913","10","0","0"
"422","422","2","1632.03921568627","10","0","0"
"423","423","4","1278.45454545455","10","0","0.0909090909090909"
"424","424","1","878.6","1","1","0.4"
"425","425","5","1120","10","2","0.0571428571428571"
"426","426","2","292.5","10","0","0"
"427","427","1","504.666666666667","10","0","0.333333333333333"
"428","428","2","624.5","2","1","0.25"
"429","429","3","852.434782608696","10","0","0.0434782608695652"
"430","430","5","553.333333333333","10","1","0.133333333333333"
"431","431","5","714.526315789474","10","2","0.210526315789474"
"432","432","0","1410.28571428571","10","0","0"
"433","433","2","1816.11428571429","10","1","0.0571428571428571"
"434","434","2","1123.875","2","0","0.125"
"435","435","2","671.6","10","0","0.1"
"436","436","2","1381.33333333333","2","1","0.166666666666667"
"437","437","3","260.5","10","0","0"
"438","438","0","1312.5","3","0","0.5"
"439","439","1","417","6","0","0.5"
"440","440","3","1446.23529411765","10","0","0.0588235294117647"
"441","441","2","646.444444444444","5","1","0.222222222222222"
"442","442","0","1172.9","10","0","0.2"
"443","443","20","256.346153846154","10","13","0.0769230769230769"
"444","444","4","491.75","10","0","0"
"445","445","","","","",""
"446","446","2","2134.21621621622","10","0","0.027027027027027"
"447","447","3","1108.1875","10","0","0.0625"
"448","448","5","639.9","5","0","0.1"
"449","449","7","1491.04761904762","5","4","0.0952380952380952"
"450","450","10","653.535714285714","10","5","0.0357142857142857"
"451","451","8","561.84","10","5","0"
"452","452","1","1482.5","6","0","0"
"453","453","9","429.5","10","3","0"
"454","454","1","894.5","10","0","0.3"
"455","455","2","1567.94736842105","10","0","0.0526315789473684"
"456","456","1","1251.35294117647","10","0","0.176470588235294"
"457","457","9","185.909090909091","10","4","0"
"458","458","1","552.25","10","1","0"
"459","459","2","682.666666666667","10","0","0.166666666666667"
"460","460","1","1241.2","10","0","0.1"
"461","461","13","740.6","10","6","0.02"
"462","462","6","1173.63636363636","10","0","0.0454545454545455"
"463","463","3","1782.7","10","0","0.0666666666666667"
"464","464","2","672.5","10","0","0"
"465","465","8","296","10","3","0"
"466","466","2","497.625","10","0","0"
"467","467","3","435.555555555556","10","1","0"
"468","468","4","910.375","10","0","0.0416666666666667"
"469","469","4","151.5","10","2","0"
"470","470","7","1645.52173913043","10","5","0.130434782608696"
"471","471","10","552.315789473684","10","2","0.105263157894737"
"472","472","4","949","10","2","0.0238095238095238"
"473","473","8","1553.57575757576","10","2","0.0303030303030303"
"474","474","7","955.136363636364","10","1","0"
"475","475","3","373","10","0","0"
"476","476","1","83","10","1","0"
"477","477","4","1844.91666666667","10","0","0"
"478","478","15","771.314285714286","5","3","0.0285714285714286"
"479","479","0","1771.25","10","0","0.25"
"480","480","0","2489.46153846154","10","0","0.0769230769230769"
"481","481","2","402.333333333333","10","1","0"
"482","482","2","1560.7","2","0","0.1"
"483","483","7","328.916666666667","10","0","0"
"484","484","0","1777.58333333333","10","0","0.0833333333333333"
"485","485","0","1840.48148148148","10","0","0.037037037037037"
"486","486","0","1687.5","10","0","0"
"487","487","6","1407.13513513514","10","0","0.027027027027027"
"488","488","2","919.4","10","1","0.2"
"489","489","5","201.714285714286","10","4","0"
"490","490","0","1177.28571428571","10","0","0.142857142857143"
"491","491","7","1214.65384615385","10","0","0.0384615384615385"
"492","492","12","866.692307692308","10","0","0.0384615384615385"
"493","493","12","701.75","10","5","0"
"494","494","1","893.909090909091","10","0","0"
"495","495","1","622.6","10","0","0"
"496","496","17","940.976744186047","10","2","0.0465116279069767"
"497","497","2","742.777777777778","10","0","0"
"498","498","4","900.272727272727","10","0","0"
"499","499","7","1007.37037037037","5","1","0.0740740740740741"
"500","500","5","1598.77777777778","10","0","0.138888888888889"
"501","501","0","2671.2","5","0","0"
"502","502","4","1924.51219512195","5","0","0"
"503","503","2","418.666666666667","10","0","0"
"504","504","9","813.529411764706","10","0","0.0784313725490196"
"505","505","24","556","10","12","0.0392156862745098"
"506","506","6","498.076923076923","10","1","0"
"507","507","1","828.230769230769","10","0","0.0769230769230769"
"508","508","4","718","10","1","0.0833333333333333"
"509","509","3","1952.77272727273","10","0","0.0909090909090909"
"510","510","13","397.333333333333","10","2","0"
"511","511","9","1479.75","10","2","0"
"512","512","4","423.833333333333","6","3","0.333333333333333"
"513","513","1","465.2","10","0","0"
"514","514","0","658.666666666667","10","0","0"
"515","515","0","1850.21428571429","10","0","0.0714285714285714"
"516","516","8","440.533333333333","10","1","0.0666666666666667"
"517","517","4","1573.44","10","2","0.04"
"518","518","4","430.5","10","1","0"
"519","519","0","1091.63636363636","10","0","0.0909090909090909"
"520","520","3","905.8","10","0","0"
"521","521","9","651.888888888889","10","3","0.0555555555555556"
"522","522","1","250","10","0","0"
"523","523","0","704.333333333333","10","0","0.333333333333333"
"524","524","6","682.96","10","1","0"
"525","525","2","348.666666666667","6","1","0"
"526","526","6","793","10","1","0"
"527","527","25","286.258064516129","10","10","0.032258064516129"
"528","528","2","1001.17647058824","10","0","0.117647058823529"
"529","529","0","476.5","10","0","0"
"530","530","3","980.173913043478","10","1","0.0434782608695652"
"531","531","0","1655.8","5","0","0.2"
"532","532","0","640.666666666667","5","0","0"
"533","533","1","1523.8","10","1","0.0666666666666667"
"534","534","2","478.285714285714","10","2","0"
"535","535","2","2110.54545454545","10","2","0"
"536","536","3","355.166666666667","10","0","0"
"537","537","3","547.636363636364","10","0","0.0909090909090909"
"538","538","3","397.571428571429","10","0","0"
"539","539","10","2088.57894736842","5","0","0.0350877192982456"
"540","540","5","345.875","10","2","0"
"541","541","5","1492.77419354839","5","5","0.032258064516129"
"542","542","6","516.571428571429","10","2","0.0714285714285714"
"543","543","0","1911.18518518519","10","0","0.037037037037037"
"544","544","14","386.448275862069","10","5","0.0344827586206897"
"545","545","0","1680.33333333333","10","0","0"
"546","546","12","482.375","10","4","0.0833333333333333"
"547","547","2","540.769230769231","5","0","0"
"548","548","2","774.833333333333","10","1","0.166666666666667"
"549","549","1","1499","10","0","0.142857142857143"
"550","550","5","1717.25","10","2","0.0833333333333333"
"551","551","2","598.588235294118","10","0","0"
"552","552","10","265.363636363636","10","0","0"
"553","553","0","2535.75","10","0","0"
"554","554","10","1111.78125","10","0","0"
"555","555","4","962.041666666667","10","4","0.0833333333333333"
"556","556","9","148.111111111111","10","4","0.111111111111111"
"557","557","6","521.857142857143","10","3","0"
"558","558","3","1570.73684210526","10","0","0.105263157894737"
"559","559","2","1475.55555555556","10","2","0.111111111111111"
"560","560","0","2197.07142857143","5","0","0.0714285714285714"
"561","561","0","1904.51851851852","1","0","0.0740740740740741"
"562","562","0","2180.28571428571","10","0","0.0476190476190476"
"563","563","4","995.461538461538","10","2","0.153846153846154"
"564","564","7","1412.78947368421","10","2","0.0789473684210526"
"565","565","6","393.181818181818","10","4","0"
"566","566","6","1772.45454545455","10","0","0.0454545454545455"
"567","567","4","999.238095238095","10","2","0"
"568","568","1","653.5","10","0","0"
"569","569","10","929.461538461538","10","5","0.0769230769230769"
"570","570","6","812.042553191489","10","1","0.0212765957446809"
"571","571","6","476.533333333333","10","2","0.133333333333333"
"572","572","1","705","10","0","0"
"573","573","8","418.071428571429","10","4","0"
"574","574","5","1924.41304347826","10","0","0.0217391304347826"
"575","575","1","789.5","2","0","0.5"
"576","576","5","994.947368421053","10","1","0.0526315789473684"
"577","577","1","1629.6","10","1","0"
"578","578","4","207.8","10","3","0"
"579","579","1","441.5","10","0","0"
"580","580","5","862.666666666667","10","0","0.0238095238095238"
"581","581","7","492.380952380952","10","0","0.0952380952380952"
"582","582","0","803.333333333333","10","0","0.133333333333333"
"583","583","0","2498.75","2","0","0.25"
"584","584","9","576.08","10","3","0.04"
"585","585","10","434.611111111111","10","2","0.111111111111111"
"586","586","8","376.416666666667","10","3","0"
"587","587","6","204.714285714286","10","2","0"
"588","588","9","556.588235294118","10","0","0"
"589","589","2","517.857142857143","10","0","0.142857142857143"
"590","590","4","478.571428571429","10","1","0"
"591","591","6","434.5","10","3","0"
