"","customer_no","count_enquiry_recency_365","mean_diff_open_enquiry_dt","max_freq_enquiry","count_enquiry_recency_90","perc_unsecured_others"
"56","56","6","1504.4","10","0","0.0333333333333333"
"57","57","3","1684.44444444444","10","2","0"
"58","58","5","1198.95833333333","5","1","0.0416666666666667"
"59","59","2","804.727272727273","10","0","0.0909090909090909"
"60","60","4","506.9","6","0","0.1"
"61","61","2","348","6","2","0.25"
"62","62","1","953.8","10","0","0.0666666666666667"
"63","63","5","678.789473684211","10","3","0.105263157894737"
"64","64","3","793.5","10","2","0.2"
"65","65","2","587.75","10","0","0"
"66","66","0","1762.26666666667","10","0","0.0666666666666667"
"67","67","9","446.9","10","5","0.05"
"68","68","3","699.5","10","0","0.05"
"69","69","3","324.857142857143","6","0","0"
"70","70","10","468.090909090909","10","1","0"
"71","71","8","276","10","3","0.0909090909090909"
"72","72","5","416.111111111111","10","2","0.222222222222222"
"73","73","4","1185.18181818182","10","0","0"
"74","74","8","1446.58181818182","10","2","0.0545454545454545"
"75","75","3","1431.625","10","2","0"
"76","76","5","1727","10","1","0.024390243902439"
"77","77","0","1920.42857142857","10","0","0.0476190476190476"
"78","78","2","691.142857142857","10","1","0"
"79","79","1","465","10","0","0"
"80","80","0","564","6","0","0"
"81","81","4","683.466666666667","10","2","0.133333333333333"
"82","82","0","2336.6","10","0","0.1"
"83","83","22","427.090909090909","51","4","0.113636363636364"
"84","84","4","376.428571428571","10","3","0.142857142857143"
"85","85","3","1137.2","10","1","0"
"86","86","3","782.4","10","2","0.1"
"87","87","11","493.806451612903","10","3","0.032258064516129"
"88","88","11","648.727272727273","5","2","0.0454545454545455"
"89","89","9","476.785714285714","10","1","0.0714285714285714"
"90","90","3","1041.5","10","2","0.166666666666667"
"91","91","2","870.083333333333","5","2","0.0833333333333333"
"92","92","6","1159.17073170732","10","5","0.024390243902439"
"93","93","3","1043.88235294118","10","1","0.0588235294117647"
"94","94","5","1190.95652173913","10","1","0.0869565217391304"
"95","95","2","1547.58333333333","10","0","0.0416666666666667"
"96","96","3","604.5","10","0","0"
"97","97","8","936.62962962963","10","1","0.185185185185185"
"98","98","2","321","6","0","0.333333333333333"
"99","99","2","821.428571428571","10","1","0.285714285714286"
"100","100","4","216","10","2","0"
"101","101","1","1827.63636363636","10","0","0"
"102","102","5","1163.16666666667","10","1","0.111111111111111"
"103","103","7","519.285714285714","10","1","0"
"104","104","3","357.285714285714","10","1","0"
"105","105","15","657.4375","10","4","0.03125"
"106","106","24","279.2","10","7","0.0666666666666667"
"107","107","23","429.473684210526","1","3","0.0526315789473684"
"108","108","6","732.1875","10","2","0"
"109","109","10","1233.95238095238","10","6","0.0476190476190476"
"110","110","14","724.021276595745","10","4","0.0425531914893617"
"111","111","3","724.333333333333","10","0","0.111111111111111"
"112","112","6","1249.78","5","0","0.06"
"113","113","5","602.444444444444","10","4","0.0555555555555556"
"114","114","7","248.555555555556","6","4","0.222222222222222"
"115","115","1","941.111111111111","10","0","0.111111111111111"
"116","116","0","2132.84615384615","10","0","0"
"117","117","3","481","10","0","0.2"
"118","118","13","393.272727272727","5","5","0"
"119","119","3","1705.53846153846","5","0","0.115384615384615"
"120","120","3","1890.41666666667","10","2","0.0833333333333333"
"121","121","1","933.444444444444","10","0","0.222222222222222"
"122","122","9","304.357142857143","10","6","0.0714285714285714"
"123","123","7","892.230769230769","5","1","0.115384615384615"
"124","124","2","277","6","0","0"
"125","125","14","968.692307692308","10","3","0"
"126","126","0","1075.28571428571","10","0","0"
"127","127","2","1434.7","10","0","0.2"
"128","128","10","748","10","0","0.117647058823529"
"129","129","2","682","10","0","0.117647058823529"
"130","130","5","488.5","10","2","0"
"131","131","7","538.142857142857","10","1","0"
"132","132","3","694","1","1","0.25"
"133","133","5","1295.26829268293","10","0","0.024390243902439"
"134","134","1","1913.71428571429","10","1","0"
"135","135","4","1253.27272727273","5","0","0.136363636363636"
"136","136","8","825","10","2","0.025"
"137","137","7","503.9375","10","2","0"
"138","138","1","636.25","10","0","0"
"139","139","9","782.315789473684","5","3","0.0526315789473684"
"140","140","0","880","10","0","0"
"141","141","1","1509.61290322581","10","0","0"
"142","142","4","1069.6","2","1","0.266666666666667"
"143","143","3","1671.05263157895","10","1","0.210526315789474"
"144","144","11","1477.87234042553","51","5","0.0638297872340425"
"145","145","0","930.625","10","0","0.0625"
"146","146","5","1097.28125","10","2","0.09375"
"147","147","4","761.052631578947","10","0","0.105263157894737"
"148","148","0","1842.5","10","0","0.166666666666667"
"149","149","8","886.347826086957","10","3","0.0434782608695652"
"150","150","14","382.217391304348","10","4","0.0434782608695652"
"151","151","2","1370.58333333333","10","1","0.0833333333333333"
"152","152","3","1741.03225806452","10","0","0"
"153","153","0","2442.875","10","0","0"
"154","154","2","989.416666666667","10","0","0.0833333333333333"
"155","155","6","558.857142857143","10","0","0"
"156","156","1","501.333333333333","10","1","0"
"157","157","5","481.222222222222","10","1","0"
"158","158","12","327.368421052632","10","3","0"
"159","159","0","737.857142857143","10","0","0.142857142857143"
"160","160","1","939.625","10","0","0.125"
"161","161","14","907.055555555556","10","1","0.0555555555555556"
"162","162","8","601.285714285714","10","3","0.107142857142857"
"163","163","2","1049.66666666667","5","1","0"
"164","164","4","341.428571428571","10","2","0.142857142857143"
"165","165","8","306.692307692308","10","0","0"
"166","166","0","1296.92857142857","10","0","0.0714285714285714"
"167","167","4","803.454545454545","1","0","0.181818181818182"
"168","168","5","232","10","0","0"
"169","169","2","371.75","10","0","0.25"
"170","170","14","649.833333333333","1","5","0.125"
"171","171","2","460.166666666667","6","1","0.166666666666667"
"172","172","2","902","10","1","0"
"173","173","13","1161.57303370787","5","3","0.0224719101123595"
"174","174","0","750.333333333333","10","0","0.166666666666667"
"175","175","7","821.466666666667","10","4","0.0666666666666667"
"176","176","4","514.090909090909","10","0","0"
"177","177","10","368.923076923077","10","0","0.153846153846154"
"178","178","3","1622.21428571429","10","1","0"
"179","179","1","804.266666666667","10","1","0.0666666666666667"
"180","180","2","673.333333333333","10","1","0"
"181","181","3","723.545454545455","5","1","0.0454545454545455"
"182","182","10","546.222222222222","5","0","0"
"183","183","8","373","6","0","0"
"184","184","6","656.807692307692","5","1","0.0384615384615385"
"185","185","1","523.25","10","0","0"
"186","186","9","691.92","10","5","0.08"
"187","187","3","246.6","5","1","0"
"188","188","24","1786.19047619048","5","8","0.0238095238095238"
"189","189","2","1311.78571428571","10","1","0.142857142857143"
"190","190","4","1313","10","3","0.181818181818182"
"191","191","1","632","10","0","0"
"192","192","0","1385.33333333333","10","0","0"
"193","193","1","323","6","0","0"
"194","194","19","1005.31818181818","10","1","0.0454545454545455"
"195","195","5","249.857142857143","10","2","0"
"196","196","7","406.181818181818","10","2","0"
"197","197","3","2093.40740740741","10","2","0"
"198","198","1","504.5","10","0","0"
"199","199","0","2607.18518518519","10","0","0.0185185185185185"
"200","200","2","940.846153846154","5","0","0.230769230769231"
"201","201","13","1609.58333333333","10","3","0.0625"
"202","202","3","2063.04761904762","10","0","0.142857142857143"
"203","203","0","1557.33333333333","10","0","0.111111111111111"
"204","204","3","1335.42857142857","1","0","0.19047619047619"
"205","205","2","595.666666666667","6","0","0"
"206","206","3","990.571428571429","13","1","0.142857142857143"
"207","207","2","222","5","0","0"
"208","208","3","1654.64","10","3","0.04"
"209","209","5","693.555555555556","10","0","0.0555555555555556"
"210","210","3","545.153846153846","10","1","0.0769230769230769"
"211","211","13","641.777777777778","10","6","0"
"212","212","2","1957.58695652174","10","0","0.0434782608695652"
"213","213","10","1360.765625","10","3","0.03125"
"214","214","0","919.5","10","0","0"
"215","215","5","633.555555555556","10","0","0"
"216","216","7","857.566666666667","10","3","0.0333333333333333"
"217","217","7","963.666666666667","10","1","0.0555555555555556"
"218","218","6","671.176470588235","10","0","0"
"219","219","2","2009.39473684211","10","0","0.0526315789473684"
"220","220","6","768.394736842105","10","0","0"
"221","221","5","561.2","10","2","0"
"222","222","0","1670.32","10","0","0.04"
"223","223","0","1285.5","2","0","0.166666666666667"
"224","224","5","1112.94117647059","5","1","0"
"225","225","7","611.185185185185","10","1","0.0740740740740741"
"226","226","3","223","6","0","0"
"227","227","1","1967.64","10","0","0.04"
"228","228","3","2073.22580645161","10","1","0.021505376344086"
"229","229","1","1212.25","10","0","0"
"230","230","0","1409.85714285714","10","0","0.142857142857143"
"231","231","4","1094.6","10","2","0"
"232","232","5","1073.72222222222","1","1","0.111111111111111"
"233","233","1","510.333333333333","10","0","0"
"234","234","1","1922.7","10","1","0.05"
"235","235","2","1683.2","0","0","0.2"
"236","236","3","1433.75","10","2","0.125"
"237","237","5","1618.67567567568","10","1","0.0810810810810811"
"238","238","3","237.25","0","2","0"
"239","239","0","852.666666666667","10","0","0"
"240","240","6","748","10","4","0.0833333333333333"
"241","241","4","1931.2972972973","51","2","0.0405405405405405"
"242","242","1","1209","10","1","0"
"243","243","3","2166.64864864865","10","0","0.0540540540540541"
"244","244","3","710.222222222222","10","2","0.111111111111111"
"245","245","0","1598","6","0","0"
"246","246","18","877.053571428571","10","8","0.0714285714285714"
"247","247","4","942.423076923077","10","2","0.0384615384615385"
"248","248","3","1353.5","10","0","0.0333333333333333"
"249","249","2","2027.77272727273","10","0","0"
"250","250","14","839.606060606061","10","2","0.0606060606060606"
"251","251","12","576.969696969697","10","1","0.0303030303030303"
"252","252","2","1060.81818181818","10","1","0"
"253","253","2","719.25","10","0","0"
"254","254","0","1669.66666666667","2","0","0.333333333333333"
"255","255","1","1077.30769230769","10","0","0"
"256","256","4","375","10","2","0.166666666666667"
"257","257","0","2049.14285714286","10","0","0"
"258","258","1","1992.78571428571","10","1","0.0714285714285714"
"259","259","6","1030.78947368421","10","3","0.0526315789473684"
"260","260","4","649.615384615385","10","2","0"
"261","261","1","1059.93548387097","10","0","0.032258064516129"
"262","262","9","1580.88775510204","10","1","0.0306122448979592"
"263","263","2","588.181818181818","10","0","0.0909090909090909"
"264","264","3","1800.95652173913","12","0","0.173913043478261"
"265","265","2","1128","10","0","0.125"
"266","266","3","942.411764705882","10","0","0.0588235294117647"
"267","267","0","992.444444444444","10","0","0.111111111111111"
"268","268","3","1555.16666666667","10","1","0.0555555555555556"
"269","269","9","223.090909090909","10","3","0.0909090909090909"
"270","270","2","551.4","10","1","0"
"271","271","24","159.666666666667","10","8","0"
"272","272","1","1855.5","10","1","0.1"
"273","273","3","424.5","10","2","0"
"274","274","4","911.238095238095","10","2","0.0476190476190476"
"275","275","3","783.571428571429","10","1","0.428571428571429"
"276","276","1","329","6","0","0"
"277","277","1","1146.25","10","1","0"
"278","278","0","947.5","10","0","0.1"
"279","279","8","687.916666666667","10","1","0.0416666666666667"
"280","280","7","617.5","5","0","0"
"281","281","5","1714.82352941176","10","1","0"
"282","282","4","791.416666666667","10","1","0.0833333333333333"
"283","283","4","403.166666666667","10","1","0.166666666666667"
"284","284","7","1674.83870967742","10","3","0.032258064516129"
"285","285","8","468.666666666667","10","3","0.0666666666666667"
"286","286","8","1017.5","10","2","0.0357142857142857"
"287","287","1","622.333333333333","10","1","0.166666666666667"
"288","288","3","546.9","10","2","0.1"
"289","289","11","254.25","5","6","0"
"290","290","3","783.8","10","1","0.1"
"291","291","2","328.25","10","1","0"
"292","292","2","1354","10","1","0"
"293","293","2","662","10","1","0"
"294","294","3","659.166666666667","10","3","0"
"295","295","5","1459.15","10","0","0.1"
"296","296","0","1824.66666666667","10","0","0"
"297","297","2","1039","10","0","0.2"
"298","298","4","628.384615384615","10","1","0"
"299","299","5","1951.04347826087","10","1","0.0434782608695652"
"300","300","4","677.1875","10","1","0.1875"
"301","301","0","2051","10","0","0"
"302","302","2","500.5","10","1","0"
"303","303","1","1034","1","1","0.333333333333333"
"304","304","9","907.2","10","3","0.08"
"305","305","1","1408.33333333333","1","1","0.0833333333333333"
"306","306","6","938.888888888889","10","1","0.0555555555555556"
"307","307","2","527.571428571429","10","0","0"
"308","308","6","726.727272727273","10","1","0"
"309","309","13","835.148936170213","5","6","0"
"310","310","6","711","10","2","0"
"311","311","6","962.318181818182","10","0","0.0454545454545455"
"312","312","15","404.933333333333","10","6","0.0666666666666667"
"313","313","8","1195.4375","10","0","0"
"314","314","3","911","10","1","0"
"315","315","2","1475.96","10","1","0.04"
"316","316","12","160.666666666667","10","3","0"
"317","317","3","846.263157894737","10","1","0.105263157894737"
"318","318","13","789.390243902439","10","1","0.0487804878048781"
"319","319","2","490.555555555556","10","1","0.111111111111111"
"320","320","5","1038.86363636364","10","1","0"
"321","321","1","747.8","10","0","0.1"
"322","322","0","2172.45454545455","10","0","0"
"323","323","2","1661.05","10","1","0.2"
"324","324","5","361.571428571429","10","0","0"
"325","325","6","352.1","10","3","0.1"
"326","326","5","1428","1","0","0.1"
"327","327","0","1189.17647058824","1","0","0.0588235294117647"
"328","328","8","734.8","5","0","0.1"
"329","329","2","1305.47058823529","10","2","0.117647058823529"
"330","330","1","1553.88888888889","10","0","0.111111111111111"
"331","331","11","276.333333333333","10","5","0"
"332","332","13","561.526315789474","5","4","0.105263157894737"
"333","333","19","581.911764705882","10","0","0.0294117647058824"
"334","334","10","769.5625","10","1","0.0625"
"335","335","2","1290.92","10","1","0.04"
"336","336","2","1245.8","10","0","0.1"
"337","337","6","280.285714285714","10","0","0"
"338","338","2","848.533333333333","10","1","0.0666666666666667"
"339","339","4","607.375","10","1","0"
"340","340","1","1062.77777777778","5","0","0"
"341","341","0","2170.35294117647","10","0","0"
"342","342","0","1368.75","10","0","0"
"343","343","0","607.833333333333","10","0","0"
"344","344","1","350","10","1","0"
"345","345","1","2008.55","10","1","0"
"346","346","3","1041","10","0","0.1"
"347","347","0","1046.5","6","0","0"
"348","348","1","1709.3125","10","0","0.125"
"349","349","4","576.315789473684","2","0","0.0526315789473684"
"350","350","0","2152.55555555556","10","0","0.222222222222222"
"351","351","1","596.5","10","0","0"
"352","352","0","808.6","10","0","0"
"353","353","5","1159.14814814815","5","2","0.037037037037037"
"354","354","3","857.545454545455","10","1","0"
"355","355","1","479.75","5","0","0"
"356","356","5","525.555555555556","10","1","0.111111111111111"
"357","357","4","922.380952380952","10","4","0"
"358","358","5","741.92","5","1","0.08"
"359","359","2","686","10","0","0"
"360","360","4","1157.40740740741","10","0","0.037037037037037"
"361","361","4","1085.6","10","2","0.12"
"362","362","2","828.25","10","1","0"
"363","363","3","1568.21052631579","10","1","0.105263157894737"
"364","364","2","519.125","10","0","0.125"
"365","365","7","436.818181818182","10","1","0.181818181818182"
"366","366","1","640.2","10","0","0"
"367","367","2","618","10","0","0.111111111111111"
"368","368","3","200.666666666667","6","1","0"
"369","369","2","1439","5","0","0"
"370","370","4","669.166666666667","10","1","0.111111111111111"
"371","371","3","556.714285714286","10","2","0.214285714285714"
"372","372","3","267.75","10","1","0.25"
"373","373","7","324.583333333333","10","1","0.0833333333333333"
"374","374","1","1704","1","1","0.333333333333333"
"375","375","6","780.3","10","0","0.1"
"376","376","7","1065.41666666667","5","4","0.0416666666666667"
"377","377","3","212.666666666667","6","1","0"
"378","378","7","488.117647058824","10","1","0"
"379","379","9","552.5","10","3","0.111111111111111"
"380","380","0","1671","10","0","0"
"381","381","5","671.208333333333","10","0","0.0416666666666667"
"382","382","18","851.947368421053","10","3","0.0526315789473684"
"383","383","66","1466.49275362319","5","4","0.0108695652173913"
"384","384","2","1417","10","0","0.0909090909090909"
"385","385","8","1446.83333333333","10","0","0.0833333333333333"
"386","386","0","926.5","10","0","0"
"387","387","13","800.948717948718","10","2","0.0769230769230769"
"388","388","0","1152","10","0","0"
"389","389","15","884.318181818182","10","5","0.0909090909090909"
"390","390","6","709.071428571429","10","1","0.0714285714285714"
"391","391","22","622.966666666667","10","5","0.0333333333333333"
"392","392","0","865.666666666667","10","0","0.166666666666667"
"393","393","0","733.875","10","0","0"
"394","394","2","1571.09090909091","0","0","0.181818181818182"
"395","395","1","1138.5","10","0","0.166666666666667"
"396","396","4","2094.7037037037","10","0","0.0740740740740741"
"397","397","4","823.35","10","1","0.1"
"398","398","5","1719.5652173913","10","2","0.0869565217391304"
"399","399","1","693.181818181818","10","0","0.0909090909090909"
"400","400","10","333.375","10","2","0.0625"
"401","401","3","1024.84210526316","10","3","0.0526315789473684"
"402","402","0","1120","1","0","0.2"
"403","403","3","1747.225","10","0","0.025"
"404","404","2","1587.47058823529","10","0","0.0147058823529412"
"405","405","0","821.6","10","0","0"
"406","406","1","879","10","0","0"
"407","407","0","2047.5","10","0","0.0625"
"408","408","0","1718.2","10","0","0.1"
"409","409","4","839.714285714286","1","2","0.142857142857143"
"410","410","4","1091.85185185185","10","1","0"
"411","411","10","584.161290322581","5","2","0"
"412","412","0","917.875","10","0","0"
"413","413","0","2500.28571428571","10","0","0"
"414","414","7","539.647058823529","10","0","0.0588235294117647"
"415","415","18","314.037037037037","5","6","0.037037037037037"
"416","416","7","753.222222222222","10","3","0"
"417","417","4","1028.86956521739","10","0","0.0289855072463768"
"418","418","1","997.636363636364","10","0","0"
"419","419","19","316.15625","10","2","0.09375"
"420","420","16","969.508196721311","5","3","0.0327868852459016"
"421","421","2","2146.90476190476","10","0","0.142857142857143"
"422","422","1","1624.75","10","0","0"
"423","423","3","211.333333333333","10","1","0"
"424","424","3","738.777777777778","5","0","0.111111111111111"
"425","425","1","2092.81818181818","10","0","0.0909090909090909"
"426","426","6","1781.03125","10","1","0.03125"
"427","427","12","700.945945945946","10","1","0.027027027027027"
"428","428","0","2419.25","13","0","0.25"
"429","429","7","194.857142857143","10","1","0"
"430","430","1","2300.25","10","0","0.0625"
"431","431","0","1769.28571428571","10","0","0"
"432","432","3","1190.43333333333","10","1","0.0333333333333333"
"433","433","1","620.428571428571","5","1","0.142857142857143"
"434","434","1","765.090909090909","10","1","0"
"435","435","6","306.083333333333","10","4","0"
"436","436","3","1894.95833333333","10","0","0.0416666666666667"
"437","437","22","264.28","5","3","0"
"438","438","6","681.916666666667","10","1","0.0833333333333333"
"439","439","3","383.6","10","0","0"
"440","440","0","975.75","10","0","0.25"
"441","441","4","304.8","10","0","0"
"442","442","2","381.8","1","1","0.2"
"443","443","3","593.4","2","1","0.2"
"444","444","0","2320.8","10","0","0.0666666666666667"
"445","445","4","488.875","10","0","0"
"446","446","1","1551.53333333333","10","1","0.133333333333333"
"447","447","7","506.8","5","2","0"
"448","448","0","584.1","10","0","0.1"
"449","449","4","573","10","2","0"
"450","450","4","690.333333333333","10","0","0"
"451","451","4","2224.93023255814","10","3","0.0465116279069767"
"452","452","1","1405","1","0","0.2"
"453","453","2","796","10","0","0.0909090909090909"
"454","454","2","1813.72413793103","10","0","0"
"455","455","","","","",""
"456","456","1","1775.5652173913","10","1","0.0869565217391304"
"457","457","5","440.7","10","0","0.2"
"458","458","3","764.9","10","0","0"
"459","459","0","1577.57142857143","10","0","0.142857142857143"
"460","460","8","1343.20512820513","10","1","0.0512820512820513"
"461","461","6","1117.85714285714","5","2","0.0238095238095238"
"462","462","2","1318.85714285714","10","1","0.142857142857143"
"463","463","0","1978.85714285714","10","0","0"
"464","464","3","402.142857142857","10","1","0"
"465","465","0","1546","10","0","0"
"466","466","4","1988.02127659574","5","0","0.0212765957446809"
"467","467","2","893.416666666667","5","1","0.166666666666667"
"468","468","3","1856","10","0","0.111111111111111"
"469","469","13","553.731707317073","10","2","0"
"470","470","6","638.714285714286","6","2","0.142857142857143"
"471","471","1","1763.4","2","0","0.4"
"472","472","7","670.442307692308","10","2","0.0192307692307692"
"473","473","0","1118","0","0","0.333333333333333"
"474","474","0","986.6","10","0","0"
"475","475","13","1479.75","10","4","0.075"
"476","476","7","322.7","10","5","0.2"
"477","477","5","554.466666666667","1","0","0.0666666666666667"
"478","478","2","515.666666666667","1","0","0.333333333333333"
"479","479","4","768.6","10","0","0.0666666666666667"
"480","480","1","374.333333333333","10","0","0"
"481","481","4","624.090909090909","5","4","0"
"482","482","1","807.545454545455","10","0","0"
"483","483","8","682.7","10","4","0.05"
"484","484","2","738.818181818182","10","1","0.0454545454545455"
"485","485","8","327.1875","10","4","0.0625"
"486","486","7","333.466666666667","5","1","0"
"487","487","7","253.272727272727","10","1","0"
"488","488","6","860.142857142857","10","0","0.0476190476190476"
"489","489","0","1523.5","10","0","0"
"490","490","1","1940.26315789474","10","0","0.0526315789473684"
"491","491","5","1647.47826086957","10","0","0.130434782608696"
"492","492","11","764","10","2","0.0740740740740741"
"493","493","3","607.25","10","1","0"
"494","494","2","128.5","6","1","0"
"495","495","4","1654.03448275862","10","1","0.0689655172413793"
"496","496","3","1454.28571428571","10","2","0.0714285714285714"
"497","497","0","1892.26666666667","10","0","0.133333333333333"
"498","498","3","1605.08695652174","10","0","0"
"499","499","1","1190.6","10","0","0"
"500","500","11","525.137931034483","5","3","0.0344827586206897"
"501","501","3","428.444444444444","10","0","0.111111111111111"
"502","502","7","430.454545454545","10","3","0"
"503","503","0","1410.71428571429","1","0","0.0952380952380952"
"504","504","2","2072.60869565217","10","0","0.0652173913043478"
"505","505","6","547.095238095238","10","0","0.0476190476190476"
"506","506","7","849.571428571429","10","0","0.0571428571428571"
"507","507","5","164.4","5","2","0.2"
"508","508","6","426.571428571429","6","2","0.142857142857143"
"509","509","3","1251.32142857143","10","2","0"
"510","510","5","593.8","10","5","0.1"
"511","511","10","1014.28571428571","1","0","0.142857142857143"
"512","512","7","457.9","6","3","0.1"
"513","513","4","160.5","5","2","0"
"514","514","2","1042.5","10","0","0.0833333333333333"
"515","515","6","397.153846153846","1","1","0.153846153846154"
"516","516","8","439.130434782609","10","2","0"
"517","517","0","1911.22222222222","10","0","0"
"518","518","2","524.2","5","1","0.0666666666666667"
"519","519","13","333.5625","10","10","0"
"520","520","4","1657.25925925926","10","0","0.0740740740740741"
"521","521","3","438.875","6","1","0"
"522","522","18","766.4","10","3","0"
"523","523","14","289","10","7","0"
"524","524","7","584.714285714286","10","5","0.0476190476190476"
"525","525","0","643","10","0","0.142857142857143"
"526","526","7","565.888888888889","1","4","0.111111111111111"
"527","527","1","2556.26666666667","10","0","0.0266666666666667"
"528","528","2","1692.5","10","1","0.0714285714285714"
"529","529","4","1449.34782608696","10","4","0.0869565217391304"
"530","530","5","1340","10","1","0.0476190476190476"
"531","531","18","250.153846153846","10","6","0.0384615384615385"
"532","532","4","325.833333333333","6","2","0.166666666666667"
"533","533","1","568","6","0","0.25"
"534","534","7","699.555555555556","10","5","0.111111111111111"
"535","535","0","1942.84615384615","5","0","0.153846153846154"
"536","536","4","656.105263157895","10","1","0.0526315789473684"
"537","537","4","312","2","2","0.222222222222222"
"538","538","1","1718.75","10","1","0.05"
"539","539","","","","",""
"540","540","1","996.833333333333","10","0","0"
"541","541","1","1804.33333333333","10","0","0.0416666666666667"
"542","542","7","657.611111111111","10","0","0.111111111111111"
"543","543","9","333.545454545455","5","9","0"
"544","544","3","593.428571428571","10","0","0"
"545","545","1","1774.31578947368","10","0","0"
"546","546","1","1459.8","10","1","0.0666666666666667"
"547","547","3","869","5","2","0.125"
"548","548","8","508.583333333333","10","0","0"
"549","549","4","1973.34375","10","1","0.0625"
"550","550","2","581.666666666667","6","1","0"
"551","551","18","1181.0625","5","7","0.03125"
"552","552","5","833.6","10","2","0.0666666666666667"
"553","553","1","18","6","1","0"
"554","554","3","848.7","10","0","0"
"555","555","2","2169.11111111111","10","1","0.0555555555555556"
"556","556","1","848.666666666667","10","1","0"
"557","557","3","848.3125","10","3","0.0625"
"558","558","3","1256.6875","10","2","0.0625"
"559","559","6","801.333333333333","10","2","0.0476190476190476"
"560","560","3","1439.90909090909","10","1","0.0454545454545455"
"561","561","4","1761.91666666667","10","0","0.0833333333333333"
"562","562","10","209.933333333333","10","9","0.0666666666666667"
"563","563","7","474.454545454545","10","1","0"
"564","564","3","927.888888888889","10","0","0"
"565","565","4","663.2","10","1","0"
"566","566","6","783","6","1","0.0303030303030303"
"567","567","4","330.666666666667","10","0","0"
"568","568","8","245.888888888889","5","2","0.111111111111111"
"569","569","0","2027.16666666667","10","0","0.166666666666667"
"570","570","14","646.857142857143","10","0","0.0285714285714286"
"571","571","4","496.875","10","3","0.0625"
"572","572","2","1186.125","10","2","0"
"573","573","3","648.375","10","2","0.125"
"574","574","0","1415.18181818182","10","0","0.0909090909090909"
"575","575","1","616","10","0","0.2"
"576","576","4","768.653846153846","5","1","0.0384615384615385"
"577","577","0","977.5","10","0","0"
"578","578","2","1542.88235294118","10","0","0.0588235294117647"
"579","579","2","529.6","10","2","0.1"
"580","580","0","2514.75","10","0","0"
"581","581","17","289.217391304348","10","2","0"
"582","582","1","2068","10","0","0.117647058823529"
"583","583","2","656.4","10","0","0"
"584","584","0","1555.85714285714","10","0","0.142857142857143"
"585","585","2","827","5","1","0"
"586","586","0","1264.625","5","0","0.125"
"587","587","1","2150.8","10","0","0.0666666666666667"
"588","588","6","269.222222222222","10","2","0"
"589","589","8","984.727272727273","10","0","0.0181818181818182"
"590","590","2","407","6","0","0"
"591","591","12","409.833333333333","10","3","0"
