"","customer_no","payment_history_avg_dpd_0_29_bucket","total_diff_lastpaymt_opened_dt","min_months_last_30_plus","utilisation_trend","ratio_currbalance_creditlimit","mean_diff_lastpaymt_opened_dt","payment_history_mean_length"
"65","65","0.285714285714286","16624","0","7.71147540983607","1.58968196721311","1187.42857142857","55.5"
"66","66","0.6","9238","1","2.53732876712329","0.742230919765166","1847.6","32.4"
"67","67","0.5","6426","3","10","26.4510857142857","642.6","57.3"
"68","68","0.291666666666667","28923","1","3.86656097560976","0.880761324041812","1314.68181818182","69.5"
"69","69","0.666666666666667","5044","3","","","2522","22"
"70","70","0.304347826086957","33822","1","7.19875168690958","0.0120253036437247","1470.52173913043","57.2608695652174"
"71","71","0.307692307692308","11571","0","3.53393501805054","21.5783826714801","964.25","63"
"72","72","0.375","31873","1","15.6381909547739","20.1116884422111","2124.86666666667","71.625"
"73","73","0.411764705882353","36100","1","5.92906403940887","11.0036206896552","2256.25","78.3529411764706"
"74","74","0.375","18198","1","9.31023622047244","0.206188976377953","1137.375","57.75"
"75","75","0.4","29402","1","7.46268656716418","17.7232985074627","2261.69230769231","46.4"
"76","76","0.212121212121212","30876","0","18.4301886792453","3.05887547169811","1029.2","54.6363636363636"
"77","77","0.307692307692308","24103","0","3.43463054958939","2.16578445988629","2008.58333333333","75.2307692307692"
"78","78","0.5","3979","1","","","994.75","75"
"79","79","0.384615384615385","15263","1","6.63063725490196","2.86393137254902","1271.91666666667","66.6923076923077"
"80","80","0.333333333333333","11077","1","8.44585987261147","-0.0109363057324841","923.083333333333","79"
"81","81","0.333333333333333","9933","1","4.81326335807529","0.165842344367704","1655.5","60"
"82","82","0.333333333333333","1957","22","","","652.333333333333","66"
"83","83","0.25","13424","1","3.61823931623932","2.1170405982906","1678","64.5"
"84","84","0.466666666666667","49098","23","3.39071038251366","0.0640006557377049","3776.76923076923","95.8"
"85","85","0.625","12224","18","","","1528","93.375"
"86","86","0.4","50716","1","5.190625","9.5045","1811.28571428571","65.8"
"87","87","0.5","23830","1","6.72899159663866","2.38735714285714","1191.5","59.7"
"88","88","0.4375","42462","1","10.3111111111111","31.4224711111111","1415.4","62.0625"
"89","89","0.2","43798","1","5.23626373626374","13.887978021978","1152.57894736842","80.85"
"90","90","0.25","25569","0","7.96993233082707","53.5943398496241","1504.05882352941","68.7"
"91","91","0.25","3350","3","4","55.97895","837.5","99.75"
"92","92","0.2","11502","1","3.60144927536232","4.65000644122383","1150.2","78.6"
"93","93","1","798","10","2.6","0.75523","399","42"
"94","94","1","310","11","","","310","33"
"95","95","0.7","2570","1","5.90196078431373","2.05737254901961","285.555555555556","26.4"
"96","96","0.666666666666667","7126","3","2.64133928571429","1.49706428571429","890.75","43.6666666666667"
"97","97","1","1198","2","6","5.67533333333333","239.6","27.6"
"98","98","0.238095238095238","21977","1","8.45007824726135","0.299561815336463","1046.52380952381","51.8571428571429"
"99","99","0.222222222222222","8413","1","3.34756097560976","1.18192682926829","934.777777777778","63.3333333333333"
"100","100","0.444444444444444","4210","6","3.66176470588235","2.32312834224599","467.777777777778","42"
"101","101","1","1450","1","3","0.0157333333333333","725","23"
"102","102","0.8","1800","4","2.06372549019608","0.445027450980392","360","37.8"
"103","103","0.727272727272727","2636","1","2.61730941704036","0.893192825112108","239.636363636364","31.6363636363636"
"104","104","0.666666666666667","2418","5","","0","806","58"
"105","105","0.6","4892","16","5.5","2.980825","978.4","78"
"106","106","1","6732","8","3.9","0.547035971223022","1122","53"
"107","107","0.833333333333333","1828","2","6.6","1.66362962962963","365.6","34"
"108","108","0.615384615384615","14413","1","3.3964309102816","0.175860510805501","1108.69230769231","48.9230769230769"
"109","109","1","231","8","","","231","24"
"110","110","0.5","15715","1","6.59706891175553","8.0849429373246","582.037037037037","46.0714285714286"
"111","111","0.588235294117647","24637","1","3.99575021158264","0.00795429815016322","1539.8125","67.7647058823529"
"112","112","0.888888888888889","4137","1","5.175","1.48001","459.666666666667","42.3333333333333"
"113","113","0.375","6663","1","","","832.875","71.25"
"114","114","0.25","2683","1","3.23809523809524","2.83377380952381","383.285714285714","34.875"
"115","115","0.714285714285714","4791","4","2.70017825311943","1.99147593582888","684.428571428571","71.1428571428571"
"116","116","1","972","3","2.5","0.109061538461538","486","52.5"
"117","117","0.2","3158","10","3.22972972972973","2.57642342342342","631.6","50.4"
"118","118","0.526315789473684","21889","1","3.99869791666667","0.713162006578947","1152.05263157895","67.7368421052632"
"119","119","0.333333333333333","6754","1","3.84","48.3302875","1125.66666666667","46.5"
"120","120","0.333333333333333","5671","12","","","945.166666666667","58.5"
"121","121","1","702","3","2.6","1.79478651685393","351","39"
"122","122","0.555555555555556","6154","1","5.30217391304348","1.15347826086957","769.25","60"
"123","123","0.333333333333333","10992","0","9.9","0.251191011235955","1221.33333333333","35.6666666666667"
"124","124","1","2543","1","4.4","0.605158415841584","635.75","37.5"
"125","125","0.5","21707","0","4.45714285714286","13.3609","1356.6875","68.625"
"126","126","0.545454545454545","5611","1","7.20746268656716","4.49368656716418","561.1","31.0909090909091"
"127","127","0.714285714285714","6214","3","2.33333333333333","9.95595172413793","887.714285714286","60.8571428571429"
"128","128","0.5","804","6","","","201","27"
"129","129","0.133333333333333","29223","1","21","48.25128","2435.25","59.4"
"130","130","1","1486","4","3.125","1.714","297.2","31.2"
"131","131","0.5","2091","9","7.2","0.895456140350877","348.5","32.5"
"132","132","0.666666666666667","2231","5","3.58235294117647","0.505343891402715","371.833333333333","36"
"133","133","0.4","10907","11","","","2181.4","45.6"
"134","134","0.461538461538462","11990","1","6.32102803738318","5.70866427030913","521.304347826087","42.3461538461538"
"135","135","0.75","17309","2","2.12315169366716","0.0102568728522337","1573.54545454545","73"
"136","136","0.666666666666667","1335","1","4.2","2.51883333333333","445","34"
"137","137","1","345","12","","","345","36"
"138","138","1","724","9","","","362","42"
"139","139","0.6","2875","5","1.99425287356322","0.251011494252874","575","56.4"
"140","140","0.375","14600","0","4.26892655367232","1.85102071563089","973.333333333333","73.875"
"141","141","0.411764705882353","22415","0","27.2","20.7381333333333","1400.9375","60.8823529411765"
"142","142","0.5","963","32","2.4","6.68426229508197","963","66"
"143","143","0.333333333333333","1451","3","5.95565217391304","2.67326086956522","181.375","23.3333333333333"
"144","144","0.444444444444444","2350","1","2.63197674418605","0.368265780730897","293.75","27.3333333333333"
"145","145","1","830","11","2.4","0.693561797752809","415","43.5"
"146","146","0.461538461538462","2722","2","","","209.384615384615","21.2307692307692"
"147","147","0.416666666666667","3858","1","4.69681978798587","3.52248056537102","428.666666666667","38"
"148","148","0.625","2418","1","8.8","2.96574626865672","345.428571428571","17.625"
"149","149","0.5","3578","1","3.74226044226044","6.80090909090909","894.5","28"
"150","150","1","480","2","3.9","0.0789428571428571","160","19"
"151","151","0.571428571428571","1948","6","3.95470085470085","2.16188034188034","324.666666666667","38.1428571428571"
"152","152","0.454545454545455","16924","8","3.56219903691814","0.717833065810594","1538.54545454545","84"
"153","153","0.777777777777778","4959","1","2.17213821989529","0.693057591623037","551","42.3333333333333"
"154","154","0.5","482","8","2","0.19655","241","25.5"
"155","155","0.666666666666667","294","4","","","98","14"
"156","156","0.666666666666667","1351","5","","","450.333333333333","47"
"157","157","0.444444444444444","20483","3","3.88473971951509","15.1219009983361","1204.88235294118","73.6666666666667"
"158","158","0.6","2598","1","6","1.15524","649.5","45"
"159","159","0.6","1787","0","6.5","2.0485652173913","357.4","45"
"160","160","0.666666666666667","2375","21","1.824","1.838624","791.666666666667","78"
"161","161","","2305","22","2.2","0.0186622222222222","1152.5","87"
"162","162","","3059","36","","","3059","108"
"163","163","1","4340","10","2.6","0.121130841121495","542.5","55.5"
"164","164","1","2086","13","2.6","0.154","1043","45"
"165","165","0.8","2137","8","","","427.4","39.6"
"166","166","0.611111111111111","8368","1","9.47941888619855","9.82595641646489","464.888888888889","41.6666666666667"
"167","167","0.333333333333333","4010","7","3.35769230769231","0.701605769230769","802","56"
"168","168","0.263157894736842","32745","18","3.44413458078445","6.69428931270241","1723.42105263158","96.4736842105263"
"169","169","0.5","4872","6","","","812","76.5"
"170","170","0.75","524","1","2.78041958041958","0.393909090909091","174.666666666667","15.75"
"171","171","0.75","2696","16","1.25060827250608","0.628470802919708","674","69.75"
"172","172","1","965","8","1.75714285714286","0.142857142857143","321.666666666667","35"
"173","173","0.538461538461538","11382","0","4.72727272727273","14.1534848484848","875.538461538462","67.1538461538462"
"174","174","0.5","381","14","","","381","22.5"
"175","175","0.666666666666667","4226","5","","","469.555555555556","40"
"176","176","0.358974358974359","29173","1","8.08864027538726","4.09154618473896","767.710526315789","56.1538461538462"
"177","177","0.428571428571429","13273","8","3.27494315597999","4.80768076398363","1896.14285714286","93.8571428571429"
"178","178","0.75","2385","7","2.4","0.24542662116041","596.25","60.75"
"179","179","0.333333333333333","5256","9","","","584","55.3333333333333"
"180","180","0.666666666666667","786","5","","","262","27"
"181","181","0.428571428571429","4050","10","2.88974358974359","0.454495384615385","578.571428571429","48"
"182","182","0.571428571428571","5103","1","3.93862660944206","2.14134763948498","850.5","53.1428571428571"
"183","183","0.5","1119","7","2.30140845070423","0.0792464788732394","279.75","32.25"
"184","184","0.555555555555556","5511","5","3.66288659793814","1.01256013745704","612.333333333333","63.3333333333333"
"185","185","0.333333333333333","10717","0","12","0.26428","893.083333333333","69.75"
"186","186","0.857142857142857","3945","1","3.149376114082","2.00012299465241","563.571428571429","46.7142857142857"
"187","187","1","691","5","1.27397260273973","0.989835616438356","345.5","37.5"
"188","188","1","4816","2","3.31147540983607","0.107945355191257","963.2","82.8"
"189","189","0.333333333333333","426","6","","","142","17"
"190","190","0.833333333333333","809","1","","","202.25","17"
"191","191","0.75","1740","1","4.4","0.0937226277372263","435","51.75"
"192","192","0.857142857142857","6637","1","4.23373493975904","3.70612449799197","510.538461538462","52.0714285714286"
"193","193","0.75","1047","1","4","0.0426933333333333","261.75","24.75"
"194","194","0.444444444444444","7519","5","10.8","6.03004705882353","939.875","55"
"195","195","1","918","10","2.6","0.424252336448598","459","48"
"196","196","0.8","1445","2","3.88578680203046","5.25957868020305","289","38.4"
"197","197","0.8","9688","3","7.6","2.92737333333333","484.4","43.2"
"198","198","0.375","4260","10","8.8","44.70944","608.571428571429","45.375"
"199","199","0.45","8986","1","10.3100775193798","1.01562015503876","449.3","37.5"
"200","200","0.833333333333333","5176","4","3.67931034482759","0.0631896551724138","862.666666666667","57"
"201","201","0.307692307692308","15644","1","6.66538461538462","0.00655621301775148","1203.38461538462","42.6923076923077"
"202","202","0.692307692307692","10127","3","3.01785714285714","0.470555102040816","779","67.3846153846154"
"203","203","0.875","5932","3","2.25092250922509","0.875933579335793","741.5","59.25"
"204","204","0.857142857142857","4470","5","4.14420289855072","1.89349275362319","638.571428571429","41.5714285714286"
"205","205","0.875","4713","1","2.18973451327434","0.20273982300885","673.285714285714","48.375"
"206","206","0.714285714285714","3731","5","9.1","28.8186216216216","533","48.8571428571429"
"207","207","0.5","4791","4","2.82311320754717","1.58023773584906","532.333333333333","54.3"
"208","208","0.666666666666667","3104","1","4.18481012658228","4.61038481012658","517.333333333333","39.5"
"209","209","0.722222222222222","14940","1","2.6713567839196","0.492006700167504","996","49"
"210","210","0.666666666666667","2049","11","1.79497206703911","1.30345810055866","683","69"
"211","211","0.25","9109","0","8.45693430656934","0.000737226277372263","759.083333333333","59"
"212","212","0.833333333333333","1597","3","7.8","7.43727884615385","266.166666666667","28.5"
"213","213","0.6","23139","8","5.94117647058823","4.22459477124183","1542.6","69.2"
"214","214","","2786","10","","","928.666666666667","60.75"
"215","215","0.285714285714286","7259","3","4.1120320855615","2.0458449197861","1037","82.7142857142857"
"216","216","1","1610","4","4.8","0.396352380952381","402.5","43.5"
"217","217","0.6","2595","8","5","9.99005405405405","519","46.2"
"218","218","0.625","3110","4","3.16666666666667","1.56625735294118","388.75","37.125"
"219","219","0.6","3677","5","","","735.4","59.4"
"220","220","0.888888888888889","2308","1","18","14.3556428571429","288.5","26.6666666666667"
"221","221","1","1443","5","3.3","2.60128","481","51"
"222","222","0.714285714285714","7640","4","9.1","0.269242767295597","1091.42857142857","69.8571428571429"
"223","223","1","1105","2","2.17493112947658","0.0413181818181818","221","24"
"224","224","0.571428571428571","7649","2","16.8","4.83517318435754","546.357142857143","32.1428571428571"
"225","225","0.25","384","7","","","128","9"
"226","226","0.333333333333333","3468","36","","","1156","73"
"227","227","0.5","1752","1","","","350.4","34"
"228","228","0.8","1884","3","2.75","0.0922323232323232","376.8","34.2"
"229","229","0.9","3258","2","5.79166666666667","19.6155277777778","325.8","29.1"
"230","230","0.666666666666667","1197","1","3","1.90763","239.4","17.5"
"231","231","0.636363636363636","8195","0","","","1024.375","39.2727272727273"
"232","232","0.875","4858","6","3.04570230607967","0.39985534591195","607.25","53.625"
"233","233","0.214285714285714","14588","1","","0","1042","61.2857142857143"
"234","234","","262","","","","262","16.5"
"235","235","0.555555555555556","6223","10","5.27142857142857","4.94654285714286","777.875","75.6666666666667"
"236","236","0.666666666666667","545","3","3.45","4.6492375","181.666666666667","21"
"237","237","","180","","","","180","21"
"238","238","0.294117647058824","22453","0","6.42857142857143","0.0400504201680672","1320.76470588235","54.8823529411765"
"239","239","0.714285714285714","3973","1","2.79488304093567","0.00528728070175439","567.571428571429","27"
"240","240","0.153846153846154","14436","1","","","1203","56.3076923076923"
"241","241","0.8","4525","12","1.57795698924731","0.217801075268817","905","69"
"242","242","1","728","1","","","242.666666666667","16"
"243","243","0.8","1686","6","2","0.307796363636364","337.2","36"
"244","244","0.592592592592593","12629","3","14.85","12.8458701298701","467.740740740741","41.6666666666667"
"245","245","0.444444444444444","11629","1","9.9","40.9224","1292.11111111111","74.3333333333333"
"246","246","0.166666666666667","4044","13","3.5","7.22589666666667","1011","51"
"247","247","0.545454545454545","12456","1","5.78062456350394","4.92010176593834","622.8","56.5909090909091"
"248","248","0.375","8984","2","9.78604651162791","6.60144186046512","561.5","60.75"
"249","249","0.6875","27422","1","3.53351302785265","0.246983647798742","1713.875","79.125"
"250","250","1","2427","14","3.3","2.24812","809","73"
"251","251","0.454545454545455","7869","2","6.37603092783505","4.85185567010309","786.9","60.5454545454545"
"252","252","0.333333333333333","918","8","3.3","2.37294666666667","306","33"
"253","253","0.666666666666667","1427","1","","","356.75","33.5"
"254","254","0.4","1890","10","5.5","5.95455","378","39.6"
"255","255","0.666666666666667","5076","0","5.99491525423729","3.40816949152542","564","56.6666666666667"
"256","256","0.4","11695","3","","","1169.5","84.9"
"257","257","0.291666666666667","30342","0","4.7013316095669","9.00146003016591","1264.25","60.5"
"258","258","1","216","1","2.37735849056604","5.88171698113208","216","13.5"
"259","259","0.75","922","3","1.68333333333333","0.161958333333333","307.333333333333","27.75"
"260","260","0.5","13154","1","5.06666666666667","0.244962962962963","1096.16666666667","50"
"261","261","0.666666666666667","1604","1","","","802","55"
"262","262","0.5","5211","1","2.33629032258065","0.0271774193548387","1042.2","67.5"
"263","263","0.375","8863","1","","","1107.875","84"
"264","264","0.6","3804","8","1.52609579755987","0.0686814279258924","760.8","52.8"
"265","265","0.545454545454545","5728","1","3.15441176470588","3.32592941176471","520.727272727273","50.4545454545455"
"266","266","","61","13","1.1","6.89655172413793e-05","61","39"
"267","267","0.75","8310","1","3.51269841269841","0.418513227513228","755.454545454545","40"
"268","268","0.6","2166","9","1.91144278606965","0.00994626865671642","433.2","48"
"269","269","0.666666666666667","7071","3","","","785.666666666667","62"
"270","270","0.818181818181818","9311","3","6.17604166666667","4.384640625","846.454545454545","65.4545454545455"
"271","271","0.142857142857143","11274","7","","","1879","52.7142857142857"
"272","272","0.75","2674","5","1.21114754098361","0.362193442622951","668.5","60"
"273","273","0.571428571428571","3791","1","2.62833894500561","9.55440740740741","758.2","66"
"274","274","0.555555555555556","5638","1","5.47434782608696","2.9992","626.444444444444","46.3333333333333"
"275","275","1","910","3","1.89423076923077","0.117525641025641","303.333333333333","31"
"276","276","0.666666666666667","9325","1","5.85","17.0408193832599","1036.11111111111","51.3333333333333"
"277","277","1","1282","1","6","0.794220338983051","320.5","24"
"278","278","0.5","1956","3","5.2","1.21137623762376","244.5","25.5"
"279","279","0.666666666666667","970","7","1.65095541401274","0.144777070063694","323.333333333333","37"
"280","280","1","993","1","2.01788617886179","0.102673170731707","331","19.2"
"281","281","1","3485","6","3.9","5.91837209302326","1161.66666666667","75"
"282","282","0.416666666666667","4946","1","","","449.636363636364","45.25"
"283","283","1","2830","4","4.4","2.18701428571429","707.5","42.75"
"284","284","1","1345","2","1.52183908045977","0.161487684729064","336.25","35.25"
"285","285","0.25","693","5","","","346.5","29.25"
"286","286","0.75","3048","10","2.32820512820513","0.186815384615385","762","55.5"
"287","287","0.142857142857143","3058","1","","","436.857142857143","54.4285714285714"
"288","288","0.4","4119","4","5.5","4.08788043478261","1029.75","51.6"
"289","289","1","1012","4","3.6","1.01993518518519","337.333333333333","36"
"290","290","0.8","1584","2","2.8125","0.875897727272727","396","34.8"
"291","291","0.333333333333333","4753","10","3.0003","18.3337","792.166666666667","77"
"292","292","0.6","5540","2","2.98031496062992","3.79235433070866","554","48.6"
"293","293","0.727272727272727","6864","10","3.41165725047081","0.488646327683616","686.4","68.1818181818182"
"294","294","0.666666666666667","6029","3","12","7.86083571428571","548.090909090909","47"
"295","295","0.5","10485","1","1.37642709934901","0.185079001602931","1310.625","73.125"
"296","296","0.5","3620","8","2.45751072961373","0.178600858369099","905","61.5"
"297","297","1","1972","3","1.97727272727273","0.470939393939394","657.333333333333","36"
"298","298","0.2","2405","8","6.5","0.542857142857143","481","50.4"
"299","299","0.571428571428571","11059","1","2.83448275862069","0.886758620689655","789.928571428571","58.7142857142857"
"300","300","0.75","1807","2","8","2.02326","451.75","46.5"
"301","301","0.470588235294118","16548","1","8.5","39.2706060606061","973.411764705882","59.6470588235294"
"302","302","0.9","6817","1","3.22349448685326","3.50091857506361","681.7","42.9"
"303","303","","227","","","","227","27"
"304","304","1","1169","8","2.17070063694268","0.554165605095541","389.666666666667","41"
"305","305","0.5","3243","7","","","648.6","58.5"
"306","306","0.6","9671","0","3.2559456398641","0.420767836919592","1074.55555555556","88.5"
"307","307","0.5","2027","3","2.2","0.1067","506.75","52.5"
"308","308","0.571428571428571","2196","3","9.1","3.29","313.714285714286","26.1428571428571"
"309","309","0.214285714285714","17089","1","1.98958244578211","1.6790230504363","1424.08333333333","76.9285714285714"
"310","310","0.5","4750","1","2.88511326860841","0.689838187702265","527.777777777778","38.7"
"311","311","0.8","974","1","3.15529010238908","0.437870307167236","243.5","19.8"
"312","312","0.714285714285714","2359","1","1.65133435582822","0.0525766871165644","393.166666666667","35.5714285714286"
"313","313","0.533333333333333","14702","1","2.47452978056426","0.160192267502612","980.133333333333","68.4"
"314","314","0.5","123","6","","","123","43.5"
"315","315","0.5","3601","4","1.85333333333333","0.700784","900.25","66"
"316","316","1","6274","3","3.48490566037736","1.95724528301887","697.111111111111","60"
"317","317","1","565","3","","","188.333333333333","21"
"318","318","0.466666666666667","14205","1","2.04838709677419","0.872511827956989","947","59"
"319","319","0.4","5991","3","3.7316384180791","2.09940677966102","599.1","48.6"
"320","320","1","180","1","2.6","0.0885454545454546","180","12"
"321","321","0.666666666666667","8869","1","7.8","2.33386170212766","806.272727272727","51"
"322","322","0.6","5837","4","11","8.21085714285714","583.7","61.2"
"323","323","0.692307692307692","7582","1","1.7540265227577","0.0200896084337349","583.230769230769","30"
"324","324","0.666666666666667","4111","1","7.8","0.905033333333333","1027.75","71.5"
"325","325","0.714285714285714","2784","6","4.00724637681159","1.36224637681159","397.714285714286","34.7142857142857"
"326","326","0.666666666666667","7490","1","3.55","4.24505777777778","936.25","73"
"327","327","0.75","1286","2","4.8","0.40876","321.5","30"
"328","328","1","463","1","2.2","0.01275","463","25.5"
"329","329","0.75","2959","19","2.48627450980392","1.02662745098039","739.75","75.75"
"330","330","0.4","4126","4","2.79528051181102","0.153923228346457","825.2","64.8"
"331","331","1","365","7","","","182.5","21"
"332","332","0.25","8638","1","4","0.433013397320536","1079.75","57"
"333","333","0.285714285714286","8358","6","5.60696517412935","3.50985074626866","642.923076923077","50.7857142857143"
"334","334","1","1660","4","5.2","0.586010526315789","415","42.75"
"335","335","0.769230769230769","11849","0","4.94509803921569","6.53054117647059","911.461538461538","55.3846153846154"
"336","336","0.75","2080","6","2.6","2.40376097560976","520","51"
"337","337","0.166666666666667","3072","1","","","614.4","30.5"
"338","338","0.333333333333333","12133","2","33","6.06302857142857","485.32","38.7"
"339","339","0.642857142857143","6176","1","2.5480275862069","0.14355724137931","441.142857142857","31.9285714285714"
"340","340","1","2073","7","2.52909090909091","0.775145454545455","518.25","51"
"341","341","0.8","2715","1","5.85714285714286","2.02141428571429","271.5","25.5"
"342","342","0.4","8895","2","4.02351738241309","9.48700613496933","889.5","77.4"
"343","343","0.454545454545455","18692","11","3.35279232111693","0.453683246073298","849.636363636364","80.1818181818182"
"344","344","1","849","4","1.37142857142857","0.719152380952381","424.5","46.5"
"345","345","0.384615384615385","9355","1","","","719.615384615385","42.9230769230769"
"346","346","1","824","1","2.37142857142857","0.413421428571429","206","23.25"
"347","347","0.3125","18666","0","12.2352941176471","11.3319588235294","1333.28571428571","43.5"
"348","348","1","515","3","2.6","0.672384615384615","257.5","27"
"349","349","0.666666666666667","10097","3","5.1672294704528","7.51522640061397","1121.88888888889","59"
"350","350","0.818181818181818","4401","1","13.2","1.67501869158879","440.1","38.1818181818182"
"351","351","0.5","1190","18","2.2","0.201","595","69"
"352","352","1","1120","5","6.5","0.231052173913043","224","29.4"
"353","353","0.227272727272727","23957","0","11","0.0118557490473059","1088.95454545455","76.3636363636364"
"354","354","0.555555555555556","4388","8","","","487.555555555556","42.6666666666667"
"355","355","0.75","616","1","2.38285714285714","9.76181428571429","205.333333333333","18.75"
"356","356","0.307692307692308","19217","1","4.23031584884377","2.72283756345178","1478.23076923077","63.4615384615385"
"357","357","0.6","4344","1","4.5771144278607","0.0341442786069652","434.4","45.9"
"358","358","0.333333333333333","6358","11","1.67165775401069","1.32225668449198","1059.66666666667","44"
"359","359","0.75","1866","13","1.78229166666667","0.4729140625","466.5","48"
"360","360","0.7","4879","3","3.83333333333333","0.856994535519126","487.9","42"
"361","361","1","605","3","1.70833333333333","0.242222222222222","201.666666666667","22"
"362","362","1","266","9","","","266","27"
"363","363","0.428571428571429","19432","10","1.5134438305709","0.0611896869244936","1388","91.2857142857143"
"364","364","1","1753","2","5.2","0.542914285714286","438.25","46.5"
